candidate_id,rank,score,reasoning
CAND_0094759,58,0.8846,"Lead AI Engineer at Meta with 8+ years building ranking and retrieval systems at product companies; core competency in Semantic Search and 5 other JD-critical skills. Mumbai-based (preferred location), active open-source contributor (GitHub score 76), and available within 30 days. Some concern: low recruiter responsiveness; not currently marked open to opportunities."
CAND_0091580,59,0.8836,"Data Scientist at Niramai with 3+ years building ranking and retrieval systems at product companies; core competency in Qdrant. Noida-based (preferred location), actively open to new roles, and active open-source contributor (GitHub score 83)."
CAND_0010541,60,0.8797,"AI Research Engineer at Wysa with 2+ years building ranking and retrieval systems at product companies; core competency in Pinecone and 4 other JD-critical skills. Hyderabad-based (preferred location), actively open to new roles, and strong platform assessment scores (avg 60/100)."
CAND_0091890,61,0.8793,"AI Research Engineer at Verloop.io with 3+ years building ranking and retrieval systems at product companies; core competency in Elasticsearch and 5 other JD-critical skills. Hyderabad-based (preferred location), actively open to new roles, and active open-source contributor (GitHub score 82)."
CAND_0018549,62,0.8791,"Recommendation Systems Engineer at Uber with 6+ years building ranking and retrieval systems at product companies; core competency in Weaviate and 4 other JD-critical skills. Willing to relocate within India, actively seeking roles with 73% recruiter response rate, and active open-source contributor (GitHub score 56)."
CAND_0053527,63,0.8783,"Junior ML Engineer at PhonePe with 4+ years building ranking and retrieval systems at product companies; core competency in Qdrant. Bangalore-based (preferred location), actively seeking roles with 81% recruiter response rate."
CAND_0041610,64,0.8773,"Recommendation Systems Engineer at Zoho with 3+ years building ranking and retrieval systems at product companies; core competency in Elasticsearch and 5 other JD-critical skills. Willing to relocate within India, actively open to new roles, and active open-source contributor (GitHub score 52)."
CAND_0043860,65,0.8771,"Junior ML Engineer at Aganitha with 4+ years building ranking and retrieval systems at product companies; core competency in Semantic Search and 3 other JD-critical skills. Willing to relocate within India, actively seeking roles with 81% recruiter response rate, and available within 30 days."
CAND_0039383,66,0.877,"Applied ML Engineer at Meesho with 7+ years building ranking and retrieval systems at product companies; core competency in FAISS and 3 other JD-critical skills. Gurgaon-based (preferred location), actively open to new roles, and active open-source contributor (GitHub score 86)."
CAND_0015967,67,0.877,"Senior Software Engineer (ML) at Razorpay with 3+ years building ranking and retrieval systems at product companies; core competency in LLMs. Hyderabad-based (preferred location), actively open to new roles, and available within 30 days."
CAND_0067643,68,0.8761,"AI Research Engineer at PhonePe with 2+ years building ranking and retrieval systems at product companies; core competency in BM25 and 3 other JD-critical skills. Chennai-based (preferred location), active open-source contributor (GitHub score 73). Some concern: not currently marked open to opportunities."
CAND_0060257,69,0.875,"AI Specialist at Paytm with 2+ years building ranking and retrieval systems at product companies; core competency in Recommendation Systems and 4 other JD-critical skills. Gurgaon-based (preferred location), actively open to new roles."
CAND_0043381,70,0.8742,"AI Research Engineer at PharmEasy with 3+ years building ranking and retrieval systems at product companies; core competency in OpenSearch. Pune-based (preferred location), actively seeking roles with 78% recruiter response rate, and active open-source contributor (GitHub score 70)."
CAND_0097176,71,0.8727,"ML Engineer at TCS with 1+ years building ranking and retrieval systems at product companies; matched on LangChain. Gurgaon-based (preferred location), actively seeking roles with 76% recruiter response rate, and available within 30 days."
CAND_0021410,72,0.8727,"Junior ML Engineer at Krutrim with 4+ years building ranking and retrieval systems at product companies; matched on Milvus. Hyderabad-based (preferred location), actively seeking roles with 80% recruiter response rate, and strong platform assessment scores (avg 77/100)."
CAND_0088049,73,0.872,"Junior ML Engineer at Freshworks with 2+ years building ranking and retrieval systems at product companies; core competency in Embeddings. Mumbai-based (preferred location), strong recruiter engagement (78% response rate), and strong platform assessment scores (avg 66/100). Some concern: not currently marked open to opportunities."
CAND_0033179,74,0.8696,"AI Research Engineer at Wipro with 3+ years building ranking and retrieval systems at product companies; core competency in Information Retrieval. Willing to relocate within India, actively seeking roles with 84% recruiter response rate, and available within 30 days."
CAND_0084283,75,0.8693,"Junior ML Engineer at Sarvam AI with 3+ years building ranking and retrieval systems at product companies; core competency in Pinecone. Pune-based (preferred location), actively seeking roles with 86% recruiter response rate, and available within 30 days."
CAND_0064130,76,0.8671,"AI Research Engineer at Unacademy with 2+ years building ranking and retrieval systems at product companies; matched on Python. Chennai-based (preferred location), actively open to new roles."
CAND_0066376,77,0.8668,"Applied ML Engineer at Dream11 with 5+ years building ranking and retrieval systems at product companies; core competency in Learning to Rank and 5 other JD-critical skills. Mumbai-based (preferred location), actively open to new roles, and strong platform assessment scores (avg 75/100)."
CAND_0079387,78,0.8664,"AI Engineer at Microsoft with 3+ years building ranking and retrieval systems at product companies; core competency in Python and 6 other JD-critical skills. Actively seeking roles with 81% recruiter response rate, active open-source contributor (GitHub score 64), and available within 30 days."
CAND_0037160,79,0.866,"Data Scientist at Haptik with 1+ years building ranking and retrieval systems at product companies; core competency in Weaviate and 3 other JD-critical skills. Mumbai-based (preferred location), actively seeking roles with 74% recruiter response rate, and available within 30 days."
CAND_0085851,80,0.8648,"ML Engineer at Genpact AI with 2+ years building ranking and retrieval systems at product companies; core competency in Kubeflow. Hyderabad-based (preferred location), actively open to new roles."
CAND_0010149,81,0.8646,"ML Engineer at Glance with 2+ years building ranking and retrieval systems at product companies; core competency in Milvus and 3 other JD-critical skills. Bangalore-based (preferred location), actively seeking roles with 82% recruiter response rate."
CAND_0029367,82,0.8643,"Senior Data Scientist at Rephrase.ai with 4+ years building ranking and retrieval systems at product companies; core competency in Sentence Transformers and 4 other JD-critical skills. Bangalore-based (preferred location), actively seeking roles with 77% recruiter response rate, and strong platform assessment scores (avg 79/100)."
CAND_0064270,83,0.8643,"Applied ML Engineer at Verloop.io with 4+ years building ranking and retrieval systems at product companies; core competency in Learning to Rank and 5 other JD-critical skills. Pune-based (preferred location), strong recruiter engagement (82% response rate). Some concern: not currently marked open to opportunities."
CAND_0064904,84,0.864,"AI Engineer at LinkedIn with 2+ years building ranking and retrieval systems at product companies; core competency in Embeddings and 6 other JD-critical skills. Hyderabad-based (preferred location), actively seeking roles with 78% recruiter response rate, and active open-source contributor (GitHub score 59)."
CAND_0003977,85,0.8637,"Recommendation Systems Engineer at Google with 4+ years building ranking and retrieval systems at product companies; core competency in Learning to Rank and 3 other JD-critical skills. Delhi-based (preferred location), active open-source contributor (GitHub score 58), and strong platform assessment scores (avg 75/100). Some concern: not currently marked open to opportunities."
CAND_0098952,86,0.8631,"AI Research Engineer at CRED with 3+ years building ranking and retrieval systems at product companies; core competency in Recommendation Systems and 3 other JD-critical skills. Gurgaon-based (preferred location), actively open to new roles, and strong platform assessment scores (avg 75/100)."
CAND_0067717,87,0.8626,AI Specialist at Aganitha with 3+ years building ranking and retrieval systems at product companies; core competency in FAISS. Noida-based (preferred location). Some concern: not currently marked open to opportunities.
CAND_0099806,88,0.8606,"AI Engineer at Mad Street Den with 4+ years building ranking and retrieval systems at product companies; core competency in FAISS and 6 other JD-critical skills. Willing to relocate within India, actively seeking roles with 76% recruiter response rate, and active open-source contributor (GitHub score 86)."
CAND_0057563,89,0.8596,"NLP Engineer at Locobuzz with 6+ years building ranking and retrieval systems at product companies; core competency in Elasticsearch. Willing to relocate within India, strong recruiter engagement (83% response rate), and strong platform assessment scores (avg 80/100). Some concern: not currently marked open to opportunities."
CAND_0011327,90,0.8589,"AI Research Engineer at Krutrim with 1+ years building ranking and retrieval systems at product companies; core competency in Sentence Transformers. Gurgaon-based (preferred location), actively seeking roles with 79% recruiter response rate."
CAND_0091745,91,0.8537,"Junior ML Engineer at Locobuzz with 2+ years building ranking and retrieval systems at product companies; matched on Fine-tuning LLMs. Pune-based (preferred location), available within 30 days, and strong platform assessment scores (avg 74/100). Some concern: not currently marked open to opportunities."
CAND_0067403,92,0.8532,"Junior ML Engineer at Unacademy with 3+ years building ranking and retrieval systems at product companies; core competency in Qdrant. Delhi-based (preferred location), active open-source contributor (GitHub score 79), and available within 30 days. Some concern: not currently marked open to opportunities."
CAND_0019845,93,0.852,"AI Specialist at Zomato with 2+ years building ranking and retrieval systems at product companies; core competency in BM25 and 3 other JD-critical skills. Pune-based (preferred location), strong recruiter engagement (78% response rate), and available within 30 days. Some concern: not currently marked open to opportunities."
CAND_0046132,94,0.8515,"AI Research Engineer at Verloop.io with 1+ years building ranking and retrieval systems at product companies; matched on MLOps. Noida-based (preferred location), actively seeking roles with 94% recruiter response rate, and available within 30 days."
CAND_0026532,95,0.8509,"Recommendation Systems Engineer at Zomato with 4+ years building ranking and retrieval systems at product companies; core competency in Embeddings and 5 other JD-critical skills. Chennai-based (preferred location), actively open to new roles, and strong platform assessment scores (avg 71/100)."
CAND_0058426,96,0.8497,"Data Scientist at Wysa with 2+ years building ranking and retrieval systems at product companies; matched on Weaviate. Bangalore-based (preferred location), actively open to new roles, and strong platform assessment scores (avg 69/100)."
CAND_0009837,97,0.8486,"Senior Data Scientist at Rephrase.ai with 4+ years building ranking and retrieval systems at product companies; core competency in Learning to Rank and 3 other JD-critical skills. Noida-based (preferred location), active open-source contributor (GitHub score 54), and strong platform assessment scores (avg 75/100). Some concern: not currently marked open to opportunities."
CAND_0094685,98,0.8473,"AI Research Engineer at Krutrim with 2+ years building ranking and retrieval systems at product companies; core competency in Python. Pune-based (preferred location), actively open to new roles, and active open-source contributor (GitHub score 52)."
CAND_0026362,99,0.8468,"Data Scientist at PhonePe with 3+ years building ranking and retrieval systems at product companies; core competency in BM25 and 3 other JD-critical skills. Gurgaon-based (preferred location), actively open to new roles."
CAND_0065927,100,0.8468,Senior Software Engineer (ML) at Ola with 4+ years building ranking and retrieval systems at product companies; matched on LoRA. Delhi-based (preferred location). Some concern: not currently marked open to opportunities.
