candidate_id,rank,score,reasoning
CAND_0099401,53,0.823817,"Former Microsoft engineer, now NLP Engineer at Dream11 with 7+ years in ranking and retrieval systems; core competency in Embeddings and 5 other JD-critical skills. Aligns with the JD's product-company preference, willing to relocate within India; some concern on notice period 90d (JD prefers sub-30)."
CAND_0086022,54,0.822728,"Former Uber engineer, now Senior Applied Scientist at Sarvam AI with 5+ years in ranking and retrieval systems; core competency in Pinecone and 5 other JD-critical skills. Platform assessment scores provide external skill validation, willing to relocate within India; some concern on notice period 60d (JD prefers sub-30)."
CAND_0044222,55,0.821654,"AI Engineer at PolicyBazaar, IISc Bangalore Machine Learning graduate with 7 years in ranking and retrieval systems; core competency in OpenSearch and 4 other JD-critical skills. Shows the pre-LLM production ML depth the JD values, 1 ML/cloud cert; some concern on notice period 60d (JD prefers sub-30)."
CAND_0043228,56,0.821425,"Applied ML Engineer at Zoho, IIT Madras Artificial Intelligence graduate with 6 years in ranking and retrieval systems; core competency in Sentence Transformers and 4 other JD-critical skills. Matches the JD's 'product over research' profile, Chennai-based; some concern on not marked open to opportunities."
CAND_0080766,57,0.821374,"Staff Machine Learning Engineer at Salesforce, NIT Surathkal Computer Science graduate with 8 years in ranking and retrieval systems; core competency in Search Backend and 7 other JD-critical skills. Aligns with the JD's product-company preference and willing to relocate within India; some concern on notice period 60d (JD prefers sub-30)."
CAND_0031593,58,0.820837,"Search Engineer at Genpact AI combining 5 years of retrieval with hands-on vector DB experience; core competency in BM25 and 3 other JD-critical skills. Shows the pre-LLM production ML depth the JD values, willing to relocate within India; some concern on notice period 90d (JD prefers sub-30)."
CAND_0036184,59,0.820771,"Recommendation Systems Engineer at CRED with 5 years of applied AI/ML, including 5 years focused on ranking and retrieval; core competency in Semantic Search and 5 other JD-critical skills. Tenure fits the JD's 3+ year commitment preference, Tier-2 VJTI Mumbai background, strong engagement (90% response rate)."
CAND_0042029,60,0.819623,"3-year retrieval/ranking specialist, currently Senior Data Scientist at Flipkart; core competency in Embeddings and 4 other JD-critical skills. Open-source presence provides JD-required external validation, Delhi-based; some concern on notice period 45d (JD prefers sub-30)."
CAND_0006557,61,0.819262,"Former Apple engineer, now NLP Engineer at Paytm with 7+ years in ranking and retrieval systems; core competency in OpenSearch and 7 other JD-critical skills. Aligns with the JD's product-company preference, willing to relocate within India; some concern on notice period 120d."
CAND_0010685,62,0.81905,"Former Microsoft engineer, now NLP Engineer at Rephrase.ai with 6+ years in ranking and retrieval systems; core competency in Information Retrieval. Directly fits the JD's production retrieval mandate, 1 ML/cloud cert, strong engagement (83% response rate)."
CAND_0096142,63,0.81893,"Applied ML Engineer at upGrad, IIIT Bangalore Machine Learning graduate with 5 years in ranking and retrieval systems; core competency in Pinecone and 3 other JD-critical skills. Directly fits the JD's production retrieval mandate, Hyderabad-based; some concern on notice period 120d."
CAND_0041610,64,0.818867,"3-year retrieval/ranking specialist, currently Recommendation Systems Engineer at Zoho; core competency in Elasticsearch and 5 other JD-critical skills. Matches the JD's 'product over research' profile, willing to relocate within India, Tier-2 SRM University background."
CAND_0078002,65,0.817792,"Machine Learning Engineer at Meta, NIT Trichy Artificial Intelligence graduate with 6 years in ranking and retrieval systems; matched on Weaviate. Matches the JD's 'product over research' profile, strong engagement (86% response rate); some concern on notice period 60d (JD prefers sub-30)."
CAND_0014440,66,0.816332,"Recommendation Systems Engineer at CRED, Massachusetts Institute of Technology Machine Learning graduate with 6 years in ranking and retrieval systems; core competency in FAISS and 3 other JD-critical skills. Directly fits the JD's production retrieval mandate, Chennai-based; some concern on notice period 60d (JD prefers sub-30)."
CAND_0083307,67,0.816108,"Former Netflix engineer, now Search Engineer at CRED with 7+ years in ranking and retrieval systems; core competency in Pinecone and 6 other JD-critical skills. Directly fits the JD's production retrieval mandate, Tier-2 COEP Pune background; some concern on notice period 120d."
CAND_0005260,68,0.815888,"Senior NLP Engineer at Netflix, IIIT Bangalore Artificial Intelligence graduate with 5 years in ranking and retrieval systems; core competency in Semantic Search and 3 other JD-critical skills. Shows the pre-LLM production ML depth the JD values, Chennai-based; some concern on notice period 60d (JD prefers sub-30)."
CAND_0011432,69,0.815294,"Senior Data Scientist at Amazon with 2 shipped search/ranking systems and 4 years in retrieval; core competency in OpenSearch. Matches the JD's 'product over research' profile, Chennai-based; some concern on notice period 60d (JD prefers sub-30)."
CAND_0040117,70,0.813196,"Former Salesforce engineer, now Recommendation Systems Engineer at PhonePe with 6+ years in ranking and retrieval systems; core competency in Embeddings. Shows the pre-LLM production ML depth the JD values and Tier-1 IIT Roorkee background."
CAND_0061257,71,0.812837,"Staff Machine Learning Engineer at LinkedIn, IIT Roorkee Artificial Intelligence graduate with 7 years in ranking and retrieval systems; core competency in Search Infrastructure and 3 other JD-critical skills. Shows the pre-LLM production ML depth the JD values and Noida-based."
CAND_0060072,72,0.811594,"Staff Machine Learning Engineer at Amazon, UC Berkeley Computer Science graduate with 5 years in ranking and retrieval systems; core competency in Sentence Transformers and 6 other JD-critical skills. Aligns with the JD's product-company preference, willing to relocate within India; however notice period 90d (JD prefers sub-30); low recruiter responsiveness."
CAND_0053527,73,0.808338,"Junior ML Engineer at PhonePe with 6 years of applied AI/ML, including 4 years focused on ranking and retrieval; core competency in Qdrant. Directly fits the JD's production retrieval mandate, Bangalore-based; however notice period 90d (JD prefers sub-30)."
CAND_0096172,74,0.805462,"NLP Engineer at Krutrim, Carnegie Mellon University Computer Engineering graduate with 5 years in ranking and retrieval systems; core competency in OpenSearch and 5 other JD-critical skills. Tenure fits the JD's 3+ year commitment preference, Chennai-based; however notice period 45d (JD prefers sub-30); not marked open to opportunities."
CAND_0007412,75,0.799184,"Former LinkedIn engineer, now Applied ML Engineer at Zoho with 7+ years in ranking and retrieval systems; core competency in Pinecone and 3 other JD-critical skills. Vector DB proficiency aligns with the JD's hybrid search requirement, Noida-based; however notice period 120d; short tenure pattern."
CAND_0045250,76,0.798743,"Applied ML Engineer at Rephrase.ai with deep production experience in search, ranking, and recommendation systems; core competency in Sentence Transformers and 5 other JD-critical skills. Platform assessment scores provide external skill validation, Delhi-based; however not marked open to opportunities."
CAND_0083879,77,0.798684,"Machine Learning Engineer at Ola, NIT Surathkal Information Technology graduate with 7 years in ranking and retrieval systems; core competency in Sentence Transformers. Skill set overlaps with multiple JD requirements and Noida-based."
CAND_0076163,78,0.798365,"NLP Engineer at Ola with deep production experience in search, ranking, and recommendation systems; core competency in Semantic Search and 6 other JD-critical skills. Platform assessment scores provide external skill validation, Tier-2 VJTI Mumbai background; however notice period 60d (JD prefers sub-30)."
CAND_0098846,79,0.798343,"Former Google engineer, now AI Engineer at upGrad with 7+ years in ranking and retrieval systems; core competency in Qdrant. Shows the pre-LLM production ML depth the JD values, willing to relocate within India; however notice period 45d (JD prefers sub-30)."
CAND_0030031,80,0.796921,"Former Google engineer, now AI Engineer at Microsoft with 5+ years in ranking and retrieval systems; core competency in Python and 5 other JD-critical skills. Aligns with the JD's product-company preference, Tier-1 IIT Bombay background; however not marked open to opportunities."
CAND_0001610,81,0.796009,"Former Flipkart engineer, now Machine Learning Engineer at Dream11 with 5+ years in ranking and retrieval systems (5.1 years verified from career history, 3.0 stated); core competency in Pinecone and 4 other JD-critical skills. Vector DB proficiency aligns with the JD's hybrid search requirement, willing to relocate within India; however notice period 90d (JD prefers sub-30)."
CAND_0065878,82,0.793742,"Former Uber engineer, now Senior Data Scientist at Niramai with 7+ years in ranking and retrieval systems; core competency in Vector Search. Skill set overlaps with multiple JD requirements and Tier-2 Manipal Institute of Technology background."
CAND_0009024,83,0.79337,"Search Engineer at Google, Stanford University Machine Learning graduate with 5 years in ranking and retrieval systems; core competency in Recommendation Systems and 3 other JD-critical skills. Aligns with the JD's product-company preference and Chennai-based."
CAND_0093912,84,0.792995,"Former Apple engineer, now Senior Data Scientist at Razorpay with 5+ years in ranking and retrieval systems; core competency in Milvus and 5 other JD-critical skills. Open-source presence provides JD-required external validation, Tier-2 RV College of Engineering background; however no confirmed production deployments."
CAND_0006418,85,0.785763,"Former Flipkart engineer, now Machine Learning Engineer at Verloop.io with 5+ years in ranking and retrieval systems; core competency in Semantic Search and 6 other JD-critical skills. Matches the JD's 'product over research' profile, Gurgaon-based; however notice period 60d (JD prefers sub-30)."
CAND_0081053,86,0.783782,"Former Salesforce engineer, now NLP Engineer at Glance with 5+ years in ranking and retrieval systems; core competency in Semantic Search and 4 other JD-critical skills. Open-source presence provides JD-required external validation, willing to relocate within India; however notice period 90d (JD prefers sub-30)."
CAND_0043860,87,0.783331,"Junior ML Engineer at Aganitha with deep production experience in search, ranking, and recommendation systems; core competency in Semantic Search and 3 other JD-critical skills. Shows the pre-LLM production ML depth the JD values and willing to relocate within India."
CAND_0051630,88,0.78254,"Machine Learning Engineer at Razorpay with 5 years of applied AI/ML, including 5 years focused on ranking and retrieval; core competency in Elasticsearch and 6 other JD-critical skills. Open-source presence provides JD-required external validation, Tier-2 Thapar University background; however notice period 90d (JD prefers sub-30); not marked open to opportunities."
CAND_0073007,89,0.781793,"AI Specialist at Aganitha, IIIT Hyderabad Information Technology graduate with 5 years in ranking and retrieval systems; core competency in Embeddings. Salary expectations align with senior IC compensation at this stage, Bangalore-based; however notice period 60d (JD prefers sub-30)."
CAND_0048558,90,0.780021,"Data Scientist at Rephrase.ai with deep production experience in search, ranking, and recommendation systems; core competency in OpenSearch and 3 other JD-critical skills. Skill set overlaps with multiple JD requirements, Noida-based but overall a borderline fit for this JD."
CAND_0076251,91,0.775947,"Former Microsoft engineer, now Search Engineer at Haptik with 7+ years in ranking and retrieval systems; core competency in Weaviate and 3 other JD-critical skills. Shows the pre-LLM production ML depth the JD values, willing to relocate within India but ranked as fringe candidate due to notice period 60d (JD prefers sub-30)."
CAND_0079064,92,0.77566,"3-year retrieval/ranking specialist, currently Senior Data Scientist at Niramai; core competency in OpenSearch and 3 other JD-critical skills. Tenure fits the JD's 3+ year commitment preference, Noida-based but ranked as fringe candidate due to notice period 120d."
CAND_0005509,93,0.772291,"4-year retrieval/ranking specialist, currently Data Scientist at Ola; core competency in Qdrant. Matches the JD's 'product over research' profile, Noida-based but overall a borderline fit for this JD."
CAND_0058575,94,0.770759,"Former Uber engineer, now AI Engineer at Krutrim with 5+ years in ranking and retrieval systems; core competency in Recommendation Systems. Directly fits the JD's production retrieval mandate, Chennai-based but ranked as fringe candidate due to notice period 90d (JD prefers sub-30)."
CAND_0061175,95,0.770158,"AI Research Engineer at Haptik with 3 shipped search/ranking systems and 4 years in retrieval; core competency in Python and 5 other JD-critical skills. Directly fits the JD's production retrieval mandate, Gurgaon-based but ranked as fringe candidate due to notice period 120d."
CAND_0030468,96,0.769298,"Senior Applied Scientist at Swiggy, IIT Delhi Machine Learning graduate with 5 years in ranking and retrieval systems; core competency in Search & Discovery and 5 other JD-critical skills. Platform assessment scores provide external skill validation, willing to relocate within India but ranked as fringe candidate due to notice period 45d (JD prefers sub-30)."
CAND_0067717,97,0.763789,"AI Specialist at Aganitha with deep production experience in search, ranking, and recommendation systems; core competency in FAISS. Shows the pre-LLM production ML depth the JD values, Noida-based but ranked as fringe candidate due to notice period 60d (JD prefers sub-30); not marked open to opportunities."
CAND_0053695,98,0.762855,"Recommendation Systems Engineer at Meesho, IIT Delhi Computer Science graduate with 5 years in ranking and retrieval systems; core competency in Pinecone and 3 other JD-critical skills. Shows the pre-LLM production ML depth the JD values, actively seeking roles but overall a borderline fit for this JD."
CAND_0049896,99,0.76199,"Former Flipkart engineer, now Search Engineer at Unacademy with 7+ years in ranking and retrieval systems; core competency in Information Retrieval. Vector DB proficiency aligns with the JD's hybrid search requirement, willing to relocate within India but ranked as fringe candidate due to notice period 90d (JD prefers sub-30)."
CAND_0066999,100,0.761888,"Former Amazon engineer, now Recommendation Systems Engineer at Microsoft with 5+ years in ranking and retrieval systems; core competency in FAISS and 5 other JD-critical skills. Tenure fits the JD's 3+ year commitment preference, Delhi-based but overall a borderline fit for this JD."
