candidate_id,rank,score,reasoning
CAND_0002025,13,0.888843,"IIIT Bangalore Data Science graduate, now Senior AI Engineer at Apple with 5 years in ranking and retrieval. Core competency in FAISS with 7 JD-critical skills matched; 70 months of retrieval work with 2 shipped systems. Open-source activity provides the external validation JD requires and 80% recruiter response rate and actively looking."
CAND_0030953,14,0.887536,"Georgia Tech Data Science graduate, now Search Engineer at Nykaa with 7 years in ranking and retrieval. Technical profile: Primary strength in Qdrant, plus 3 other core JD skills — 3 production deployments across 7 years of retrieval-focused work. Fits the JD's 'product over research' requirement, Chennai-based; some concern on 45d notice (JD prefers sub-30)."
CAND_0041669,15,0.886946,"Recommendation Systems Engineer at CRED with an IIT Guwahati Information Technology background and 7 years of ranking and retrieval experience. Technical profile: Milvus expertise backed by 6 JD-aligned technical skills, plus 3 years in retrieval/ranking roles. Strong tenure pattern (31 months avg), Noida-based — though 60d notice (JD prefers sub-30)."
CAND_0008425,16,0.884798,"Senior NLP Engineer at Ola who previously built ML systems at Amazon, bringing 7 years of ranking and retrieval experience. Skill profile centers on Learning to Rank and 6 other JD-priority areas and 92 months of retrieval work with 3 shipped systems. Salary expectation aligns with senior IC band, actively seeking new roles — though 90d notice (JD prefers sub-30)."
CAND_0087630,17,0.88346,"Has built ranking systems for 7 years across product companies, currently AI Engineer at Vedantu. Core competency in Sentence Transformers with 6 JD-critical skills matched; 85 months of retrieval work with 3 shipped systems. Directly matches the JD's retrieval systems mandate, Gurgaon-based; some concern on not marked open to work."
CAND_0018549,18,0.882982,"Brings Flipkart pedigree to Uber as Recommendation Systems Engineer, with 6 years spanning ranking and retrieval. Skill profile centers on Weaviate and 4 other JD-priority areas and 6 years in retrieval/ranking roles. Broad skill overlap across 9 JD requirements, India-based, willing to relocate. Note: 60d notice (JD prefers sub-30)."
CAND_0017960,19,0.877509,"Recommendation Systems Engineer at Nykaa with an IIT Delhi Information Technology background and 7 years of ranking and retrieval experience. Technical profile: Information Retrieval expertise backed by 3 JD-aligned technical skills, plus 2 production deployments across 6 years of retrieval-focused work. Salary expectation aligns with senior IC band, Bangalore-based — though 60d notice (JD prefers sub-30)."
CAND_0060054,20,0.876295,"Former Uber engineer with 6 years in ranking and retrieval, now AI Engineer at Mad Street Den. Technical profile: Elasticsearch expertise backed by 5 JD-aligned technical skills, plus 2 production deployments across 6 years of retrieval-focused work. Vector DB proficiency aligns with JD's hybrid search needs, India-based, willing to relocate; some concern on not marked open to work."
CAND_0050454,21,0.86797,"Brings Uber pedigree to Rephrase.ai as AI Engineer, with 6 years spanning ranking and retrieval. Technical profile: FAISS expertise backed by 3 JD-aligned technical skills, plus 6 years in retrieval/ranking roles. Broad skill overlap across 13 JD requirements and Delhi-based."
CAND_0088025,22,0.865094,"8-year retrieval specialist, currently Staff Machine Learning Engineer at Yellow.ai. Skill profile centers on BM25 and 4 other JD-priority areas and 102 months of retrieval work with 3 shipped systems. Platform assessments back up claimed proficiency, 83% recruiter response rate and actively looking — though 90d notice (JD prefers sub-30)."
CAND_0027691,23,0.864165,"Former Meta engineer with 6 years in ranking and retrieval, now NLP Engineer at Haptik. Skill profile centers on Recommendation Systems and 5 other JD-priority areas and 4 years in retrieval/ranking roles. Salary expectation aligns with senior IC band and Pune-based."
CAND_0062247,24,0.863022,"IIT Bombay Machine Learning graduate, now AI Engineer at Google with 7 years in ranking and retrieval. Skill profile centers on Vector Search and 5 other JD-priority areas and 7 years in retrieval/ranking roles. Directly matches the JD's retrieval systems mandate and India-based, willing to relocate."
CAND_0010257,25,0.862948,"Currently Senior Data Scientist at Google, with 3 years focused specifically on search, ranking, and retrieval systems. Technical profile: Milvus expertise backed by 5 JD-aligned technical skills, plus 3 production deployments across 3 years of retrieval-focused work. Product-company track record matches JD preference, Noida-based — though 120-day notice period."
CAND_0061265,26,0.862004,"Recommendation Systems Engineer at Zoho with an IIT Madras Data Science background and 6 years of ranking and retrieval experience. Technical profile: Learning to Rank expertise backed by 5 JD-aligned technical skills, plus 3 years in retrieval/ranking roles. Broad skill overlap across 9 JD requirements, Delhi-based — though 120-day notice period."
CAND_0033861,27,0.861496,"Senior NLP Engineer at Mad Street Den with an IIT Madras Computer Engineering background and 7 years of ranking and retrieval experience. Technical profile: Primary strength in Elasticsearch, plus 7 other core JD skills — 3 production deployments across 7 years of retrieval-focused work. Salary expectation aligns with senior IC band, available within 30 days — though low platform responsiveness (16%)."
CAND_0069905,28,0.860686,"Applied ML Engineer at Sarvam AI who has spent 5 years building search and ranking systems at product companies. Technical profile: Recommendation Systems expertise backed by 5 JD-aligned technical skills, plus 5 years in retrieval/ranking roles. Broad skill overlap across 10 JD requirements, India-based, willing to relocate. Note: 90d notice (JD prefers sub-30)."
CAND_0046064,29,0.858155,"Senior NLP Engineer at Salesforce who previously built ML systems at Amazon, bringing 8 years of ranking and retrieval experience. Core competency in Python with 6 JD-critical skills matched; 106 months of retrieval work with 3 shipped systems. Product-company track record matches JD preference and 78% recruiter response rate and actively looking."
CAND_0094759,30,0.856349,"Lead AI Engineer at Meta who previously built ML systems at Apple, bringing 8 years of ranking and retrieval experience. Technical profile: Primary strength in Semantic Search, plus 5 other core JD skills — 3 production deployments across 8 years of retrieval-focused work. Product-company track record matches JD preference, Mumbai-based — though low platform responsiveness (11%)."
CAND_0037000,31,0.855413,"Currently Search Engineer at Unacademy, with 4 years focused specifically on search, ranking, and retrieval systems. Technical profile: FAISS expertise backed by 6 JD-aligned technical skills, plus 4 years in retrieval/ranking roles. Positives: pre-LLM production ML depth that the JD specifically values, Noida-based. Concern: not marked open to work."
CAND_0006567,32,0.854395,"Senior AI Engineer at Meta with an IIT Bombay Machine Learning background and 5 years of ranking and retrieval experience. Skill profile centers on Python and 5 other JD-priority areas and 5 years in retrieval/ranking roles. Pre-LLM production ML depth that the JD specifically values, Noida-based; however 60d notice (JD prefers sub-30)."
CAND_0044855,33,0.853994,"Senior Data Scientist at Flipkart who previously built ML systems at LinkedIn, bringing 6 years of ranking and retrieval experience. Technical profile: Learning to Rank expertise backed by 7 JD-aligned technical skills, plus 3 years in retrieval/ranking roles. Pre-LLM production ML depth that the JD specifically values, India-based, willing to relocate; however 60d notice (JD prefers sub-30); not marked open to work."
CAND_0052682,34,0.853493,"NLP Engineer at Aganitha who previously built ML systems at Salesforce, bringing 6 years of ranking and retrieval experience. Skill profile centers on Semantic Search and 3 other JD-priority areas and 3 years in retrieval/ranking roles. Directly matches the JD's retrieval systems mandate and 88% recruiter response rate and actively looking."
CAND_0005649,35,0.852664,"Senior Data Scientist at Sarvam AI who previously built ML systems at Amazon, bringing 7 years of ranking and retrieval experience. Technical profile: Primary strength in Recommendation Systems, plus 3 other core JD skills — 2 production deployments across 2 years of retrieval-focused work. Open-source activity provides the external validation JD requires, Delhi-based; however 90d notice (JD prefers sub-30)."
CAND_0068811,36,0.851385,"Former Salesforce engineer with 7 years in ranking and retrieval, now Applied ML Engineer at Freshworks. Technical profile: Vector Search expertise backed by 6 JD-aligned technical skills, plus 2 production deployments across 3 years of retrieval-focused work. Vector DB proficiency aligns with JD's hybrid search needs and Pune-based."
CAND_0093547,37,0.849896,"UC Berkeley Data Science graduate, now Senior Machine Learning Engineer at PhonePe with 6 years in ranking and retrieval. Technical profile: Primary strength in Milvus, plus 5 other core JD skills — 3 production deployments across 6 years of retrieval-focused work. Directly matches the JD's retrieval systems mandate, 75% recruiter response rate, but 60d notice (JD prefers sub-30); not marked open to work."
CAND_0075574,38,0.847972,"Trained in Computer Science at Carnegie Mellon University, now applying 5 years of ranking and retrieval expertise as Machine Learning Engineer at Haptik. Core competency in Weaviate with 7 JD-critical skills matched; 5 years in retrieval/ranking roles. Positives: fits the JD's 'product over research' requirement, Bangalore-based. Concern: 60d notice (JD prefers sub-30)."
CAND_0075249,39,0.847716,"Trained in Artificial Intelligence at IIT Hyderabad, now applying 6 years of ranking and retrieval expertise as Applied ML Engineer at Zomato. Technical profile: Primary strength in Sentence Transformers, plus 4 other core JD skills — 6 years in retrieval/ranking roles. Positives: broad skill overlap across 9 JD requirements, 82% recruiter response rate and actively looking. Concern: 45d notice (JD prefers sub-30)."
CAND_0027801,40,0.843461,"Brings Uber pedigree to InMobi as NLP Engineer, with 7 years spanning ranking and retrieval. Technical profile: FAISS expertise backed by 5 JD-aligned technical skills, plus 4 years in retrieval/ranking roles. Positives: open-source activity provides the external validation JD requires, Hyderabad-based. Concern: 120-day notice period."
CAND_0007411,41,0.843168,"Trained in Information Technology at IIT Roorkee, now applying 7 years of ranking and retrieval expertise as Senior Machine Learning Engineer at Amazon. Skill profile centers on OpenSearch and 5 other JD-priority areas and 95 months of retrieval work with 2 shipped systems. Positives: open-source activity provides the external validation JD requires, India-based, willing to relocate. Concern: low platform responsiveness (12%); inactive on platform for 6 months."
CAND_0061257,42,0.841941,"Trained in Artificial Intelligence at IIT Roorkee, now applying 7 years of ranking and retrieval expertise as Staff Machine Learning Engineer at LinkedIn. Core competency in Search Infrastructure with 4 JD-critical skills matched; 7 years in retrieval/ranking roles. Product-company track record matches JD preference and Noida-based."
CAND_0057563,43,0.841854,"Trained in Computer Science at BITS Pilani, now applying 6 years of ranking and retrieval expertise as NLP Engineer at Locobuzz. Technical profile: matched on Elasticsearch and 1 other JD skill, plus 6 years in retrieval/ranking roles. Positives: broad skill overlap across 9 JD requirements, India-based, willing to relocate. Concern: 60d notice (JD prefers sub-30); not marked open to work."
CAND_0047721,44,0.841835,"IIT Kharagpur Machine Learning graduate, now Senior Data Scientist at Microsoft with 7 years in ranking and retrieval. Technical profile: Learning to Rank expertise backed by 6 JD-aligned technical skills, plus 7 years in retrieval/ranking roles. Open-source activity provides the external validation JD requires, India-based, willing to relocate, but 90d notice (JD prefers sub-30); not marked open to work."
CAND_0009691,45,0.837143,"Brings Amazon pedigree to LinkedIn as Applied ML Engineer, with 6 years spanning ranking and retrieval. Core competency in Qdrant with 5 JD-critical skills matched; 73 months of retrieval work with 3 shipped systems. Positives: open-source activity provides the external validation JD requires, India-based, willing to relocate. Concern: 120-day notice period."
CAND_0070398,46,0.83702,"Machine Learning Engineer at Genpact AI who previously built ML systems at Uber, bringing 7 years of ranking and retrieval experience. Technical profile: Primary strength in BM25, plus 6 other core JD skills — 7 years in retrieval/ranking roles. Salary expectation aligns with senior IC band, India-based, willing to relocate; however 120-day notice period."
CAND_0050876,47,0.830473,"Applied ML Engineer at Freshworks with a Stanford University Machine Learning background and 5 years of ranking and retrieval experience. Technical profile: Primary strength in Sentence Transformers, plus 4 other core JD skills — 2 production deployments across 5 years of retrieval-focused work. Product-company track record matches JD preference, actively seeking new roles; however 90d notice (JD prefers sub-30)."
CAND_0086151,48,0.829926,"Brings Meta pedigree to Wysa as Recommendation Systems Engineer, with 7 years spanning ranking and retrieval. Technical profile: Qdrant expertise backed by 7 JD-aligned technical skills, plus 7 years in retrieval/ranking roles. Positives: broad skill overlap across 12 JD requirements, India-based, willing to relocate. Concern: 120-day notice period."
CAND_0015528,49,0.829185,"Applied ML Engineer at Krutrim with an IIIT Bangalore Data Science background and 7 years of ranking and retrieval experience. Technical profile: Primary strength in Weaviate, plus 3 other core JD skills — 3 production deployments across 5 years of retrieval-focused work. Directly matches the JD's retrieval systems mandate, available within 30 days; however not marked open to work."
CAND_0028793,50,0.827869,"Search Engineer at Google who previously built ML systems at Amazon, bringing 7 years of ranking and retrieval experience. Technical profile: Primary strength in Embeddings, plus 2 other core JD skills — 3 years in retrieval/ranking roles. Directly matches the JD's retrieval systems mandate, India-based, willing to relocate; however 120-day notice period."
CAND_0016163,51,0.826695,"Brings Amazon pedigree to Dream11 as Applied ML Engineer, with 6 years spanning ranking and retrieval. Skill profile centers on Weaviate and 2 other JD-priority areas and 40 months of retrieval work with 2 shipped systems. Positives: pre-LLM production ML depth that the JD specifically values, Gurgaon-based. Concern: 120-day notice period."
CAND_0000031,52,0.826554,"Brings Uber pedigree to Swiggy as Recommendation Systems Engineer, with 5 years spanning ranking and retrieval. Technical profile: Primary strength in Pinecone, plus 4 other core JD skills — 3 production deployments across 5 years of retrieval-focused work. Positives: directly matches the JD's retrieval systems mandate, Hyderabad-based. Concern: 60d notice (JD prefers sub-30); avg tenure 17 months (short)."
CAND_0007009,53,0.825437,"Brings Netflix pedigree to Wysa as Recommendation Systems Engineer, with 7 years spanning ranking and retrieval. Technical profile: Python expertise backed by 7 JD-aligned technical skills, plus 2 years in retrieval/ranking roles. Vector DB proficiency aligns with JD's hybrid search needs and Noida-based."
CAND_0099401,54,0.823817,"Former Microsoft engineer with 7 years in ranking and retrieval, now NLP Engineer at Dream11. Technical profile: Primary strength in Embeddings, plus 5 other core JD skills — 3 production deployments across 3 years of retrieval-focused work. Fits the JD's 'product over research' requirement, India-based, willing to relocate, but 90d notice (JD prefers sub-30); not marked open to work."
CAND_0086022,55,0.822728,"Senior Applied Scientist at Sarvam AI who previously built ML systems at Uber, bringing 5 years of ranking and retrieval experience. Core competency in Pinecone with 6 JD-critical skills matched; 63 months of retrieval work with 2 shipped systems. Product-company track record matches JD preference, India-based, willing to relocate; however 60d notice (JD prefers sub-30)."
CAND_0044222,56,0.821654,"AI Engineer at PolicyBazaar with an IISc Bangalore Machine Learning background and 7 years of ranking and retrieval experience. Skill profile centers on OpenSearch and 4 other JD-priority areas and 7 years in retrieval/ranking roles. Broad skill overlap across 12 JD requirements, actively seeking new roles; however 60d notice (JD prefers sub-30)."
CAND_0043228,57,0.821425,"Applied ML Engineer at Zoho with an IIT Madras Artificial Intelligence background and 6 years of ranking and retrieval experience. Technical profile: Primary strength in Sentence Transformers, plus 4 other core JD skills — 3 years in retrieval/ranking roles. Broad skill overlap across 9 JD requirements, Chennai-based; however not marked open to work."
CAND_0080766,58,0.821374,"Staff Machine Learning Engineer at Salesforce with a NIT Surathkal Computer Science background and 8 years of ranking and retrieval experience. Core competency in Search Backend with 8 JD-critical skills matched; 105 months of retrieval work with 3 shipped systems. Product-company track record matches JD preference, India-based, willing to relocate; however 60d notice (JD prefers sub-30); not marked open to work."
CAND_0031593,59,0.820837,"5-year retrieval specialist, currently Search Engineer at Genpact AI. Skill profile centers on BM25 and 3 other JD-priority areas and 5 years in retrieval/ranking roles. Broad skill overlap across 6 JD requirements, India-based, willing to relocate; however 90d notice (JD prefers sub-30)."
CAND_0036184,60,0.820771,Recommendation Systems Engineer at CRED who has spent 5 years building search and ranking systems at product companies. Core competency in Semantic Search with 6 JD-critical skills matched; 5 years in retrieval/ranking roles. Salary expectation aligns with senior IC band and 90% recruiter response rate and actively looking.
CAND_0042029,61,0.819623,"Has built ranking systems for 3 years across product companies, currently Senior Data Scientist at Flipkart. Core competency in Embeddings with 5 JD-critical skills matched; 3 years in retrieval/ranking roles. Positives: strong tenure pattern (39 months avg), Delhi-based. Concern: 45d notice (JD prefers sub-30); not marked open to work."
CAND_0006557,62,0.819262,"Brings Apple pedigree to Paytm as NLP Engineer, with 7 years spanning ranking and retrieval. Technical profile: OpenSearch expertise backed by 8 JD-aligned technical skills, plus 7 years in retrieval/ranking roles. Positives: broad skill overlap across 13 JD requirements, India-based, willing to relocate. Concern: 120-day notice period."
CAND_0010685,63,0.81905,"Brings Microsoft pedigree to Rephrase.ai as NLP Engineer, with 6 years spanning ranking and retrieval. matched on Information Retrieval and 1 other JD skill; 51 months of retrieval work with 2 shipped systems. Product-company track record matches JD preference and 83% recruiter response rate and actively looking."
CAND_0096142,64,0.81893,"Trained in Machine Learning at IIIT Bangalore, now applying 5 years of ranking and retrieval expertise as Applied ML Engineer at upGrad. Core competency in Pinecone with 4 JD-critical skills matched; 60 months of retrieval work with 2 shipped systems. Positives: product-company track record matches JD preference, Hyderabad-based. Concern: 120-day notice period."
CAND_0041610,65,0.818867,"Currently Recommendation Systems Engineer at Zoho, with 3 years focused specifically on search, ranking, and retrieval systems. Core competency in Elasticsearch with 6 JD-critical skills matched; 3 years in retrieval/ranking roles. Salary expectation aligns with senior IC band and India-based, willing to relocate."
CAND_0078002,66,0.817792,"Machine Learning Engineer at Meta with a NIT Trichy Artificial Intelligence background and 6 years of ranking and retrieval experience. matched on Weaviate; 74 months of retrieval work with 3 shipped systems. Product-company track record matches JD preference, 86% recruiter response rate and actively looking; however 60d notice (JD prefers sub-30)."
CAND_0014440,67,0.816332,"Recommendation Systems Engineer at CRED with a Massachusetts Institute of Technology Machine Learning background and 6 years of ranking and retrieval experience. Core competency in FAISS with 4 JD-critical skills matched; 5 years in retrieval/ranking roles. Fits the JD's 'product over research' requirement, Chennai-based; however 60d notice (JD prefers sub-30)."
CAND_0083307,68,0.816108,"Former Netflix engineer with 7 years in ranking and retrieval, now Search Engineer at CRED. Technical profile: Primary strength in Pinecone, plus 6 other core JD skills — 6 years in retrieval/ranking roles. Directly matches the JD's retrieval systems mandate, 70% recruiter response rate and actively looking, but 120-day notice period."
CAND_0005260,69,0.815888,"Senior NLP Engineer at Netflix with an IIIT Bangalore Artificial Intelligence background and 5 years of ranking and retrieval experience. Technical profile: Semantic Search expertise backed by 4 JD-aligned technical skills, plus 2 production deployments across 5 years of retrieval-focused work. Broad skill overlap across 13 JD requirements, Chennai-based; however 60d notice (JD prefers sub-30); not marked open to work."
CAND_0011432,70,0.815294,"Senior Data Scientist at Amazon who has spent 4 years building search and ranking systems at product companies. matched on OpenSearch and 1 other JD skill and 54 months of retrieval work with 2 shipped systems. Platform assessments back up claimed proficiency, but weighed down by 60d notice (JD prefers sub-30)."
CAND_0040117,71,0.813196,"Recommendation Systems Engineer at PhonePe who previously built ML systems at Salesforce, bringing 6 years of ranking and retrieval experience. Technical profile: Primary strength in Embeddings, plus 2 other core JD skills — 4 years in retrieval/ranking roles. Strong tenure pattern (38 months avg)."
CAND_0081053,72,0.812885,"NLP Engineer at Glance who previously built ML systems at Salesforce, bringing 5 years of ranking and retrieval experience. Core competency in Semantic Search with 5 JD-critical skills matched; 42 months of retrieval work with 2 shipped systems. Platform assessments back up claimed proficiency, but weighed down by 90d notice (JD prefers sub-30)."
CAND_0060072,73,0.811594,"Staff Machine Learning Engineer at Amazon with a UC Berkeley Computer Science background and 5 years of ranking and retrieval experience. Technical profile: Primary strength in Sentence Transformers, plus 6 other core JD skills — 2 production deployments across 5 years of retrieval-focused work. Broad skill overlap across 15 JD requirements; ranked lower due to 90d notice (JD prefers sub-30); low platform responsiveness (10%)."
CAND_0053527,74,0.808338,"4-year retrieval specialist, currently Junior ML Engineer at PhonePe. Technical profile: matched on Qdrant and 1 other JD skill, plus 2 production deployments across 4 years of retrieval-focused work. Product-company track record matches JD preference; ranked lower due to 90d notice (JD prefers sub-30)."
CAND_0096172,75,0.805462,"Trained in Computer Engineering at Carnegie Mellon University, now applying 5 years of ranking and retrieval expertise as NLP Engineer at Krutrim. Technical profile: Primary strength in OpenSearch, plus 5 other core JD skills — 5 years in retrieval/ranking roles. Broad skill overlap across 10 JD requirements; ranked lower due to 45d notice (JD prefers sub-30); not marked open to work."
CAND_0007412,76,0.799184,"Brings LinkedIn pedigree to Zoho as Applied ML Engineer, with 7 years spanning ranking and retrieval. Skill profile centers on Pinecone and 3 other JD-priority areas and 2 years in retrieval/ranking roles. Salary expectation aligns with senior IC band, but weighed down by 120-day notice period; avg tenure 17 months (short)."
CAND_0045250,77,0.798743,"Currently Applied ML Engineer at Rephrase.ai, with 3 years focused specifically on search, ranking, and retrieval systems. Core competency in Sentence Transformers with 6 JD-critical skills matched; 46 months of retrieval work with 2 shipped systems. Strong tenure pattern (39 months avg), but weighed down by not marked open to work."
CAND_0083879,78,0.798684,Machine Learning Engineer at Ola with a NIT Surathkal Information Technology background and 7 years of ranking and retrieval experience. matched on Sentence Transformers and 1 other JD skill; 65 months of retrieval work with 3 shipped systems. Directly matches the JD's retrieval systems mandate.
CAND_0076163,79,0.798365,"Currently NLP Engineer at Ola, with 6 years focused specifically on search, ranking, and retrieval systems. Skill profile centers on Semantic Search and 6 other JD-priority areas and 6 years in retrieval/ranking roles. Open-source activity provides the external validation JD requires, but weighed down by 60d notice (JD prefers sub-30)."
CAND_0098846,80,0.798343,"Former Google engineer with 7 years in ranking and retrieval, now AI Engineer at upGrad. matched on Qdrant and 1 other JD skill; 25 months of retrieval work with 2 shipped systems. Pre-LLM production ML depth that the JD specifically values, but weighed down by 45d notice (JD prefers sub-30)."
CAND_0030031,81,0.796921,"Brings Google pedigree to Microsoft as AI Engineer, with 5 years spanning ranking and retrieval. Technical profile: Primary strength in Python, plus 5 other core JD skills — 3 production deployments across 3 years of retrieval-focused work. Directly matches the JD's retrieval systems mandate; ranked lower due to not marked open to work."
CAND_0001610,82,0.796009,"Machine Learning Engineer at Dream11 who previously built ML systems at Flipkart, bringing 5 years of ranking and retrieval experience. Core competency in Pinecone with 5 JD-critical skills matched; 61 months of retrieval work with 2 shipped systems. Product-company track record matches JD preference, but weighed down by 90d notice (JD prefers sub-30)."
CAND_0065878,83,0.793742,"Former Uber engineer with 7 years in ranking and retrieval, now Senior Data Scientist at Niramai. matched on Vector Search and 1 other JD skill and 7 years in retrieval/ranking roles. Salary expectation aligns with senior IC band."
CAND_0009024,84,0.79337,"Stanford University Machine Learning graduate, now Search Engineer at Google with 5 years in ranking and retrieval. Technical profile: Recommendation Systems expertise backed by 4 JD-aligned technical skills, plus 2 production deployments across 5 years of retrieval-focused work. Vector DB proficiency aligns with JD's hybrid search needs."
CAND_0093912,85,0.792995,"Senior Data Scientist at Razorpay who previously built ML systems at Apple, bringing 5 years of ranking and retrieval experience. Core competency in Milvus with 6 JD-critical skills matched; 5 years in retrieval/ranking roles. Broad skill overlap across 7 JD requirements, but weighed down by no confirmed production deployments."
CAND_0053695,86,0.791958,"IIT Delhi Computer Science graduate, now Recommendation Systems Engineer at Meesho with 5 years in ranking and retrieval. Skill profile centers on Pinecone and 3 other JD-priority areas and 5 years in retrieval/ranking roles. Product-company track record matches JD preference."
CAND_0049896,87,0.791093,"Former Flipkart engineer with 7 years in ranking and retrieval, now Search Engineer at Unacademy. Core competency in Information Retrieval with 3 JD-critical skills matched; 3 years in retrieval/ranking roles. Strong tenure pattern (43 months avg), but weighed down by 90d notice (JD prefers sub-30)."
CAND_0066999,88,0.790992,"Brings Amazon pedigree to Microsoft as Recommendation Systems Engineer, with 5 years spanning ranking and retrieval. Technical profile: FAISS expertise backed by 6 JD-aligned technical skills, plus 4 years in retrieval/ranking roles. Product-company track record matches JD preference."
CAND_0052328,89,0.787914,"Adequate but not strong: Recommendation Systems Engineer at Amazon with a Stanford University Computer Science background and 6 years of applied AI/ML at product companies experience. Skill profile centers on OpenSearch and 5 other JD-priority areas; 6 years in AI/ML with 1 production deployment; practical vector search exposure. Product-company track record matches JD preference, but weighed down by limited retrieval-specific depth."
CAND_0006418,90,0.785763,"Brings Flipkart pedigree to Verloop.io as Machine Learning Engineer, with 5 years spanning ranking and retrieval. Technical profile: Primary strength in Semantic Search, plus 6 other core JD skills — 2 production deployments across 3 years of retrieval-focused work. Despite platform assessments back up claimed proficiency, ranked at tail: 60d notice (JD prefers sub-30)."
CAND_0043860,91,0.783331,"Has built ranking systems for 4 years across product companies, currently Junior ML Engineer at Aganitha. Technical profile: Primary strength in Semantic Search, plus 3 other core JD skills — 4 years in retrieval/ranking roles. Fits the JD's 'product over research' requirement, India-based, willing to relocate — borderline fit for this specific JD."
CAND_0051630,92,0.78254,"Currently Machine Learning Engineer at Razorpay, with 5 years focused specifically on search, ranking, and retrieval systems. Skill profile centers on Elasticsearch and 6 other JD-priority areas and 5 years in retrieval/ranking roles. Directly matches the JD's retrieval systems mandate but fringe candidate due to 90d notice (JD prefers sub-30); not marked open to work."
CAND_0073007,93,0.781793,"AI Specialist at Aganitha with an IIIT Hyderabad Information Technology background and 5 years of ranking and retrieval experience. Technical profile: Embeddings expertise backed by 3 JD-aligned technical skills, plus 4 years in retrieval/ranking roles. Despite product-company track record matches JD preference, ranked at tail: 60d notice (JD prefers sub-30)."
