candidate_id,rank,score,reasoning
CAND_0065878,30,0.9851999878883362,"Senior Data Scientist at Niramai with 7+ years building ranking and retrieval systems at product companies; core competency in Vector Search. Actively open to new roles, available within 30 days, and strong platform assessment scores (avg 60/100)."
CAND_0078002,31,0.9836000204086304,"Machine Learning Engineer at Meta with 6+ years building ranking and retrieval systems at product companies; matched on Weaviate. Actively seeking roles with 86% recruiter response rate, active open-source contributor (GitHub score 50)."
CAND_0060072,32,0.9832000136375427,"Staff Machine Learning Engineer at Amazon with 5+ years building ranking and retrieval systems at product companies; core competency in Sentence Transformers and 6 other JD-critical skills. Willing to relocate within India, active open-source contributor (GitHub score 82), and strong platform assessment scores (avg 71/100). Some concern: low recruiter responsiveness; not currently marked open to opportunities."
CAND_0017960,33,0.9803000092506409,"Recommendation Systems Engineer at Nykaa with 6+ years building ranking and retrieval systems at product companies; core competency in Information Retrieval. Bangalore-based (preferred location), actively seeking roles with 72% recruiter response rate, and active open-source contributor (GitHub score 92)."
CAND_0031593,34,0.9782000184059143,"Search Engineer at Genpact AI with 5+ years building ranking and retrieval systems at product companies; core competency in BM25 and 3 other JD-critical skills. Willing to relocate within India, actively open to new roles."
CAND_0053695,35,0.977400004863739,"Recommendation Systems Engineer at Meesho with 5+ years building ranking and retrieval systems at product companies; core competency in Pinecone and 3 other JD-critical skills. Actively open to new roles, active open-source contributor (GitHub score 67), and available within 30 days."
CAND_0061257,36,0.9478999972343445,"Staff Machine Learning Engineer at LinkedIn with 7+ years building ranking and retrieval systems at product companies; core competency in Search Infrastructure and 3 other JD-critical skills. Noida-based (preferred location), actively seeking roles with 87% recruiter response rate, and available within 30 days."
CAND_0006567,37,0.9229000210762024,"Senior AI Engineer at Meta with 5+ years building ranking and retrieval systems at product companies; core competency in Python and 5 other JD-critical skills. Noida-based (preferred location), actively seeking roles with 79% recruiter response rate, and strong platform assessment scores (avg 76/100)."
CAND_0015528,38,0.9222000241279602,"Applied ML Engineer at Krutrim with 5+ years building ranking and retrieval systems at product companies; core competency in Weaviate and 3 other JD-critical skills. Active open-source contributor (GitHub score 50), available within 30 days. Some concern: not currently marked open to opportunities."
CAND_0066376,39,0.921500027179718,"Applied ML Engineer at Dream11 with 5+ years building ranking and retrieval systems at product companies; core competency in Learning to Rank and 5 other JD-critical skills. Mumbai-based (preferred location), actively open to new roles, and strong platform assessment scores (avg 75/100)."
CAND_0076163,40,0.8998000025749207,"NLP Engineer at Ola with 6+ years building ranking and retrieval systems at product companies; core competency in Semantic Search and 6 other JD-critical skills. Actively seeking roles with 84% recruiter response rate, active open-source contributor (GitHub score 84), and strong platform assessment scores (avg 69/100)."
CAND_0000031,41,0.8876000046730042,"Recommendation Systems Engineer at Swiggy with 5+ years building ranking and retrieval systems at product companies; core competency in Pinecone and 4 other JD-critical skills. Hyderabad-based (preferred location), actively seeking roles with 91% recruiter response rate, and strong platform assessment scores (avg 65/100)."
CAND_0064326,42,0.878000020980835,"Search Engineer at Sarvam AI with 5+ years building ranking and retrieval systems at product companies; core competency in Weaviate and 4 other JD-critical skills. Gurgaon-based (preferred location), actively seeking roles with 94% recruiter response rate, and active open-source contributor (GitHub score 61)."
CAND_0037000,43,0.8708000183105469,"Search Engineer at Unacademy with 4+ years building ranking and retrieval systems at product companies; core competency in FAISS and 5 other JD-critical skills. Noida-based (preferred location), active open-source contributor (GitHub score 66), and available within 30 days. Some concern: not currently marked open to opportunities."
CAND_0044855,44,0.8686000108718872,"Senior Data Scientist at Flipkart with 3+ years building ranking and retrieval systems at product companies; core competency in Learning to Rank and 6 other JD-critical skills. Willing to relocate within India, strong platform assessment scores (avg 69/100). Some concern: not currently marked open to opportunities."
CAND_0069905,45,0.8679999709129333,"Applied ML Engineer at Sarvam AI with 5+ years building ranking and retrieval systems at product companies; core competency in Recommendation Systems and 4 other JD-critical skills. Willing to relocate within India, actively seeking roles with 78% recruiter response rate, and strong platform assessment scores (avg 71/100)."
CAND_0079387,46,0.866100013256073,"AI Engineer at Microsoft with 3+ years building ranking and retrieval systems at product companies; core competency in Python and 6 other JD-critical skills. Actively seeking roles with 81% recruiter response rate, active open-source contributor (GitHub score 64), and available within 30 days."
CAND_0075574,47,0.8658999800682068,"Machine Learning Engineer at Haptik with 5+ years building ranking and retrieval systems at product companies; core competency in Weaviate and 6 other JD-critical skills. Bangalore-based (preferred location), actively open to new roles, and strong platform assessment scores (avg 64/100)."
CAND_0027691,48,0.8654000163078308,"NLP Engineer at Haptik with 4+ years building ranking and retrieval systems at product companies; core competency in Recommendation Systems and 5 other JD-critical skills. Pune-based (preferred location), actively open to new roles, and active open-source contributor (GitHub score 58)."
CAND_0029367,49,0.8646000027656555,"Senior Data Scientist at Rephrase.ai with 4+ years building ranking and retrieval systems at product companies; core competency in Sentence Transformers and 4 other JD-critical skills. Bangalore-based (preferred location), actively seeking roles with 77% recruiter response rate, and strong platform assessment scores (avg 79/100)."
CAND_0052682,50,0.8646000027656555,"NLP Engineer at Aganitha with 3+ years building ranking and retrieval systems at product companies; core competency in Semantic Search and 3 other JD-critical skills. Actively seeking roles with 88% recruiter response rate, active open-source contributor (GitHub score 72), and available within 30 days."
CAND_0052328,51,0.8634999990463257,"Recommendation Systems Engineer at Amazon with 6 years of applied AI/ML at product companies; core competency in OpenSearch and 5 other JD-critical skills. Pune-based (preferred location), actively seeking roles with 79% recruiter response rate, and active open-source contributor (GitHub score 77)."
CAND_0042029,52,0.8629000186920166,"Senior Data Scientist at Flipkart with 3+ years building ranking and retrieval systems at product companies; core competency in Embeddings and 4 other JD-critical skills. Delhi-based (preferred location), active open-source contributor (GitHub score 78), and strong platform assessment scores (avg 70/100). Some concern: not currently marked open to opportunities."
CAND_0030031,53,0.8626999855041504,"AI Engineer at Microsoft with 3+ years building ranking and retrieval systems at product companies; core competency in Python and 5 other JD-critical skills. Strong recruiter engagement (94% response rate), available within 30 days, and strong platform assessment scores (avg 65/100). Some concern: not currently marked open to opportunities."
CAND_0011432,54,0.8616999983787537,"Senior Data Scientist at Amazon with 4+ years building ranking and retrieval systems at product companies; core competency in OpenSearch. Chennai-based (preferred location), actively open to new roles, and strong platform assessment scores (avg 60/100)."
CAND_0043228,55,0.861299991607666,"Applied ML Engineer at Zoho with 3+ years building ranking and retrieval systems at product companies; core competency in Sentence Transformers and 4 other JD-critical skills. Chennai-based (preferred location), available within 30 days, and strong platform assessment scores (avg 73/100). Some concern: not currently marked open to opportunities."
CAND_0099401,56,0.8587999939918518,NLP Engineer at Dream11 with 3+ years building ranking and retrieval systems at product companies; core competency in Embeddings and 5 other JD-critical skills. Willing to relocate within India. Some concern: not currently marked open to opportunities.
CAND_0005649,57,0.857699990272522,"Senior Data Scientist at Sarvam AI with 2+ years building ranking and retrieval systems at product companies; core competency in Recommendation Systems and 3 other JD-critical skills. Delhi-based (preferred location), actively open to new roles, and active open-source contributor (GitHub score 80)."
CAND_0041669,58,0.857699990272522,"Recommendation Systems Engineer at CRED with 3+ years building ranking and retrieval systems at product companies; core competency in Milvus and 5 other JD-critical skills. Noida-based (preferred location), actively seeking roles with 77% recruiter response rate, and active open-source contributor (GitHub score 70)."
CAND_0081852,59,0.8574000000953674,"Senior Data Scientist at Mad Street Den with 5 years of applied AI/ML at product companies; core competency in Milvus and 3 other JD-critical skills. Delhi-based (preferred location), actively open to new roles, and active open-source contributor (GitHub score 87)."
CAND_0019480,60,0.8572999835014343,"NLP Engineer at Meesho with 5+ years building ranking and retrieval systems at product companies; core competency in Milvus. Chennai-based (preferred location), actively seeking roles with 87% recruiter response rate, and active open-source contributor (GitHub score 69)."
CAND_0037566,61,0.8571000099182129,"Machine Learning Engineer at LinkedIn with 6 years of applied AI/ML at product companies; core competency in Pinecone. Bangalore-based (preferred location), actively open to new roles, and active open-source contributor (GitHub score 73)."
CAND_0081053,62,0.8571000099182129,"NLP Engineer at Glance with 3+ years building ranking and retrieval systems at product companies; core competency in Semantic Search and 4 other JD-critical skills. Willing to relocate within India, actively seeking roles with 83% recruiter response rate, and active open-source contributor (GitHub score 77)."
CAND_0010685,63,0.8569999933242798,"NLP Engineer at Rephrase.ai with 4+ years building ranking and retrieval systems at product companies; core competency in Information Retrieval. Actively seeking roles with 83% recruiter response rate, available within 30 days."
CAND_0041610,64,0.8569999933242798,"Recommendation Systems Engineer at Zoho with 3+ years building ranking and retrieval systems at product companies; core competency in Elasticsearch and 5 other JD-critical skills. Willing to relocate within India, actively open to new roles, and active open-source contributor (GitHub score 52)."
CAND_0001610,65,0.8568000197410583,"Machine Learning Engineer at Dream11 with 5+ years building ranking and retrieval systems at product companies; core competency in Pinecone and 4 other JD-critical skills. Willing to relocate within India, actively open to new roles."
CAND_0096172,66,0.8568000197410583,"NLP Engineer at Krutrim with 5+ years building ranking and retrieval systems at product companies; core competency in OpenSearch and 5 other JD-critical skills. Chennai-based (preferred location), active open-source contributor (GitHub score 65). Some concern: not currently marked open to opportunities."
CAND_0077285,67,0.8567000031471252,"Recommendation Systems Engineer at Nykaa with 3+ years building ranking and retrieval systems at product companies; core competency in Sentence Transformers and 5 other JD-critical skills. Actively open to new roles, active open-source contributor (GitHub score 75)."
CAND_0076251,68,0.8557999730110168,"Search Engineer at Haptik with 2+ years building ranking and retrieval systems at product companies; core competency in Weaviate and 3 other JD-critical skills. Willing to relocate within India, actively open to new roles, and strong platform assessment scores (avg 69/100)."
CAND_0040117,69,0.8553000092506409,"Recommendation Systems Engineer at PhonePe with 4+ years building ranking and retrieval systems at product companies; core competency in Embeddings. Actively open to new roles, available within 30 days, and strong platform assessment scores (avg 65/100)."
CAND_0068811,70,0.8551999926567078,"Applied ML Engineer at Freshworks with 3+ years building ranking and retrieval systems at product companies; core competency in Vector Search and 5 other JD-critical skills. Pune-based (preferred location), actively open to new roles, and available within 30 days."
CAND_0037980,71,0.8547999858856201,"Senior Applied Scientist at Niramai with 8+ years building ranking and retrieval systems at product companies; core competency in Search Infrastructure and 3 other JD-critical skills. Willing to relocate within India, actively open to new roles, and strong platform assessment scores (avg 73/100)."
CAND_0086022,72,0.8546000123023987,"Senior Applied Scientist at Sarvam AI with 5+ years building ranking and retrieval systems at product companies; core competency in Pinecone and 5 other JD-critical skills. Willing to relocate within India, actively open to new roles, and active open-source contributor (GitHub score 75)."
CAND_0005260,73,0.8543999791145325,"Senior NLP Engineer at Netflix with 5+ years building ranking and retrieval systems at product companies; core competency in Semantic Search and 3 other JD-critical skills. Chennai-based (preferred location), strong recruiter engagement (86% response rate), and strong platform assessment scores (avg 80/100). Some concern: not currently marked open to opportunities."
CAND_0098846,74,0.8539999723434448,"AI Engineer at upGrad with 2+ years building ranking and retrieval systems at product companies; core competency in Qdrant. Willing to relocate within India, actively open to new roles, and active open-source contributor (GitHub score 86)."
CAND_0093912,75,0.853600025177002,"Senior Data Scientist at Razorpay with 5+ years building ranking and retrieval systems at product companies; core competency in Milvus and 5 other JD-critical skills. Actively open to new roles, active open-source contributor (GitHub score 81), and available within 30 days."
CAND_0007009,76,0.8535000085830688,"Recommendation Systems Engineer at Wysa with 2+ years building ranking and retrieval systems at product companies; core competency in Python and 6 other JD-critical skills. Noida-based (preferred location), actively open to new roles, and active open-source contributor (GitHub score 69)."
CAND_0049896,77,0.8528000116348267,"Search Engineer at Unacademy with 3+ years building ranking and retrieval systems at product companies; core competency in Information Retrieval. Willing to relocate within India, actively open to new roles."
CAND_0026532,78,0.852400004863739,"Recommendation Systems Engineer at Zomato with 4+ years building ranking and retrieval systems at product companies; core competency in Embeddings and 5 other JD-critical skills. Chennai-based (preferred location), actively open to new roles, and strong platform assessment scores (avg 71/100)."
CAND_0054123,79,0.852400004863739,"Applied ML Engineer at Meta with 4+ years building ranking and retrieval systems at product companies; core competency in Weaviate and 4 other JD-critical skills. Gurgaon-based (preferred location), strong recruiter engagement (87% response rate), and active open-source contributor (GitHub score 71). Some concern: not currently marked open to opportunities."
CAND_0058575,80,0.852400004863739,"AI Engineer at Krutrim with 2+ years building ranking and retrieval systems at product companies; core competency in Recommendation Systems. Chennai-based (preferred location), actively open to new roles."
CAND_0061655,81,0.852400004863739,"Machine Learning Engineer at Krutrim with 4+ years building ranking and retrieval systems at product companies; core competency in Pinecone and 4 other JD-critical skills. Strong recruiter engagement (88% response rate), active open-source contributor (GitHub score 56), and available within 30 days. Some concern: not currently marked open to opportunities."
CAND_0009024,82,0.8521000146865845,"Search Engineer at Google with 5+ years building ranking and retrieval systems at product companies; core competency in Recommendation Systems and 3 other JD-critical skills. Chennai-based (preferred location), actively open to new roles, and available within 30 days."
CAND_0095528,83,0.8492000102996826,"Senior Data Scientist at Netflix with 2+ years building ranking and retrieval systems at product companies; core competency in Semantic Search and 5 other JD-critical skills. Actively open to new roles, strong platform assessment scores (avg 64/100)."
CAND_0020877,84,0.8489999771118164,"Applied ML Engineer at CRED with 3+ years building ranking and retrieval systems at product companies; core competency in Elasticsearch and 5 other JD-critical skills. Gurgaon-based (preferred location), active open-source contributor (GitHub score 74), and strong platform assessment scores (avg 70/100). Some concern: not currently marked open to opportunities."
CAND_0037944,85,0.8489999771118164,"Senior Data Scientist at Vedantu with 3+ years building ranking and retrieval systems at product companies; core competency in Embeddings and 5 other JD-critical skills. Actively open to new roles, active open-source contributor (GitHub score 83), and available within 30 days."
CAND_0003977,86,0.8467000126838684,"Recommendation Systems Engineer at Google with 4+ years building ranking and retrieval systems at product companies; core competency in Learning to Rank and 3 other JD-critical skills. Delhi-based (preferred location), active open-source contributor (GitHub score 58), and strong platform assessment scores (avg 75/100). Some concern: not currently marked open to opportunities."
CAND_0039521,87,0.8454999923706055,Search Engineer at Salesforce with 2+ years building ranking and retrieval systems at product companies; core competency in BM25 and 5 other JD-critical skills. Available within 30 days. Some concern: not currently marked open to opportunities.
CAND_0020708,88,0.845300018787384,"Search Engineer at PolicyBazaar with 4+ years building ranking and retrieval systems at product companies; core competency in Learning to Rank and 4 other JD-critical skills. Actively seeking roles with 84% recruiter response rate, active open-source contributor (GitHub score 84), and available within 30 days."
CAND_0030348,89,0.8447999954223633,"Machine Learning Engineer at BYJU'S with 4+ years building ranking and retrieval systems at product companies; core competency in Python and 3 other JD-critical skills. Noida-based (preferred location), actively open to new roles."
CAND_0064904,90,0.8443999886512756,"AI Engineer at LinkedIn with 2+ years building ranking and retrieval systems at product companies; core competency in Embeddings and 6 other JD-critical skills. Hyderabad-based (preferred location), actively seeking roles with 78% recruiter response rate, and active open-source contributor (GitHub score 59)."
CAND_0051004,91,0.843999981880188,"Senior Data Scientist at CRED with 4 years of applied AI/ML at product companies; core competency in Qdrant and 3 other JD-critical skills. Delhi-based (preferred location), actively open to new roles, and available within 30 days."
CAND_0079284,92,0.843500018119812,"Machine Learning Engineer at Google with 4+ years building ranking and retrieval systems at product companies; core competency in Recommendation Systems. Hyderabad-based (preferred location), strong recruiter engagement (79% response rate), and available within 30 days. Some concern: not currently marked open to opportunities."
CAND_0042506,93,0.8434000015258789,"Search Engineer at Verloop.io with 2+ years building ranking and retrieval systems at product companies; core competency in Information Retrieval and 4 other JD-critical skills. Mumbai-based (preferred location), actively open to new roles, and active open-source contributor (GitHub score 64)."
CAND_0075439,94,0.8432000279426575,"Machine Learning Engineer at Flipkart with 2+ years building ranking and retrieval systems at product companies; core competency in Vector Search and 6 other JD-critical skills. Active open-source contributor (GitHub score 66), available within 30 days, and strong platform assessment scores (avg 67/100). Some concern: not currently marked open to opportunities."
CAND_0036863,95,0.838699996471405,"Senior Data Scientist at upGrad with 3+ years building ranking and retrieval systems at product companies; core competency in Qdrant and 3 other JD-critical skills. Chennai-based (preferred location), actively open to new roles, and strong platform assessment scores (avg 83/100)."
CAND_0051292,96,0.8382999897003174,"Applied ML Engineer at Freshworks with 3+ years building ranking and retrieval systems at product companies; core competency in Vector Search. Actively open to new roles, active open-source contributor (GitHub score 61), and available within 30 days."
CAND_0054394,97,0.8378999829292297,"Recommendation Systems Engineer at PharmEasy with 4+ years building ranking and retrieval systems at product companies; core competency in Embeddings. Pune-based (preferred location), actively open to new roles, and available within 30 days."
CAND_0061339,98,0.8001999855041504,"Search Engineer at Rephrase.ai with 4+ years building ranking and retrieval systems at product companies; core competency in Information Retrieval and 3 other JD-critical skills. Willing to relocate within India, actively seeking roles with 90% recruiter response rate, and active open-source contributor (GitHub score 85)."
CAND_0080766,99,0.7892000079154968,"Staff Machine Learning Engineer at Salesforce with 8+ years building ranking and retrieval systems at product companies; core competency in Search Backend and 7 other JD-critical skills. Willing to relocate within India, strong platform assessment scores (avg 84/100). Some concern: not currently marked open to opportunities."
CAND_0086151,100,0.7680000066757202,"Recommendation Systems Engineer at Wysa with 7+ years building ranking and retrieval systems at product companies; core competency in Qdrant and 6 other JD-critical skills. Willing to relocate within India, actively open to new roles, and active open-source contributor (GitHub score 51). Some concern: extended notice period (120d)."
